   1.3200000e+03  -1.1344182e-01   3.1303399e+00
   1.3210000e+03  -1.2107155e-01   3.1119871e+00
   1.3220000e+03  -1.3172267e-01   3.0980301e+00
   1.3230000e+03  -1.4508620e-01   3.0868624e+00
   1.3240000e+03  -1.5880004e-01   3.0782660e+00
   1.3250000e+03  -1.7248109e-01   3.0680717e+00
   1.3260000e+03  -1.8591315e-01   3.0566463e+00
   1.3270000e+03  -1.9775290e-01   3.0442656e+00
   1.3280000e+03  -2.0758637e-01   3.0292232e+00
   1.3290000e+03  -2.1444023e-01   3.0141082e+00
   1.3300000e+03  -2.1975313e-01   3.0000725e+00
   1.3310000e+03  -2.2364826e-01   2.9859905e+00
   1.3320000e+03  -2.2626833e-01   2.9721976e+00
   1.3330000e+03  -2.2777570e-01   2.9590788e+00
   1.3340000e+03  -2.2655101e-01   2.9474173e+00
   1.3350000e+03  -2.2458560e-01   2.9361747e+00
   1.3360000e+03  -2.2026700e-01   2.9253569e+00
   1.3370000e+03  -2.1424098e-01   2.9155882e+00
   1.3380000e+03  -2.0828983e-01   2.9057988e+00
   1.3390000e+03  -2.0260814e-01   2.8958521e+00
   1.3400000e+03  -1.9867609e-01   2.8850180e+00
   1.3410000e+03  -1.9659295e-01   2.8752137e+00
   1.3420000e+03  -1.9538149e-01   2.8660715e+00
   1.3430000e+03  -1.9562589e-01   2.8579715e+00
   1.3440000e+03  -1.9846879e-01   2.8514852e+00
   1.3450000e+03  -2.0371442e-01   2.8435932e+00
   1.3460000e+03  -2.0938739e-01   2.8383415e+00
   1.3470000e+03  -2.1796483e-01   2.8328711e+00
   1.3480000e+03  -2.2698229e-01   2.8303745e+00
   1.3490000e+03  -2.3538314e-01   2.8270167e+00
   1.3500000e+03  -2.4398497e-01   2.8240652e+00
   1.3510000e+03  -2.5199163e-01   2.8206398e+00
   1.3520000e+03  -2.5888715e-01   2.8169251e+00
   1.3530000e+03  -2.6425441e-01   2.8137285e+00
   1.3540000e+03  -2.6725509e-01   2.8116349e+00
   1.3550000e+03  -2.6997242e-01   2.8098721e+00
   1.3560000e+03  -2.7171859e-01   2.8074371e+00
   1.3570000e+03  -2.7179455e-01   2.8014051e+00
   1.3580000e+03  -2.6921192e-01   2.7901988e+00
   1.3590000e+03  -2.6232586e-01   2.7754101e+00
   1.3600000e+03  -2.5030211e-01   2.7565714e+00
   1.3610000e+03  -2.3713759e-01   2.7335775e+00
   1.3620000e+03  -2.2397276e-01   2.7068300e+00
   1.3630000e+03  -2.1031172e-01   2.6774497e+00
   1.3640000e+03  -1.9635127e-01   2.6503087e+00
   1.3650000e+03  -1.8301382e-01   2.6238164e+00
   1.3660000e+03  -1.7090134e-01   2.6039537e+00
   1.3670000e+03  -1.5684990e-01   2.5895935e+00
   1.3680000e+03  -1.4033199e-01   2.5780789e+00
   1.3690000e+03  -1.2128507e-01   2.5672265e+00
   1.3700000e+03  -1.0270682e-01   2.5629110e+00
   1.3710000e+03  -8.6602213e-02   2.5639968e+00
   1.3720000e+03  -7.6483614e-02   2.5711249e+00
   1.3730000e+03  -7.2736459e-02   2.5834007e+00
   1.3740000e+03  -7.2234700e-02   2.5987731e+00
   1.3750000e+03  -7.4434952e-02   2.6145621e+00
   1.3760000e+03  -7.9224741e-02   2.6286032e+00
   1.3770000e+03  -8.3442299e-02   2.6398538e+00
   1.3780000e+03  -8.8011437e-02   2.6498236e+00
   1.3790000e+03  -9.1782005e-02   2.6583865e+00
   1.3800000e+03  -9.4692036e-02   2.6657297e+00
   1.3810000e+03  -9.6055597e-02   2.6727735e+00
   1.3820000e+03  -9.7271117e-02   2.6766564e+00
   1.3830000e+03  -9.8732172e-02   2.6787821e+00
   1.3840000e+03  -1.0231729e-01   2.6803718e+00
   1.3850000e+03  -1.0911963e-01   2.6822881e+00
   1.3860000e+03  -1.1861779e-01   2.6846552e+00
   1.3870000e+03  -1.3081833e-01   2.6884754e+00
   1.3880000e+03  -1.4495973e-01   2.6918987e+00
   1.3890000e+03  -1.6135785e-01   2.6961837e+00
   1.3900000e+03  -1.7878128e-01   2.7011136e+00
   1.3910000e+03  -1.9718452e-01   2.7056415e+00
   1.3920000e+03  -2.1665901e-01   2.7107819e+00
   1.3930000e+03  -2.3542446e-01   2.7151315e+00
   1.3940000e+03  -2.5554217e-01   2.7185250e+00
   1.3950000e+03  -2.7478753e-01   2.7210392e+00
   1.3960000e+03  -2.9557618e-01   2.7222080e+00
   1.3970000e+03  -3.1570648e-01   2.7226702e+00
   1.3980000e+03  -3.3489212e-01   2.7217868e+00
   1.3990000e+03  -3.5189887e-01   2.7198619e+00
   1.4000000e+03  -3.6546060e-01   2.7181392e+00
   1.4010000e+03  -3.7637509e-01   2.7166148e+00
   1.4020000e+03  -3.8367493e-01   2.7144830e+00
   1.4030000e+03  -3.8765360e-01   2.7114800e+00
   1.4040000e+03  -3.8978276e-01   2.7070141e+00
   1.4050000e+03  -3.8923071e-01   2.7017769e+00
   1.4060000e+03  -3.8793039e-01   2.6956673e+00
   1.4070000e+03  -3.8394199e-01   2.6898191e+00
   1.4080000e+03  -3.7924505e-01   2.6840766e+00
   1.4090000e+03  -3.7422197e-01   2.6788419e+00
   1.4100000e+03  -3.7095510e-01   2.6744636e+00
   1.4110000e+03  -3.6953499e-01   2.6701552e+00
   1.4120000e+03  -3.7115657e-01   2.6681290e+00
   1.4130000e+03  -3.7572772e-01   2.6692845e+00
   1.4140000e+03  -3.8248644e-01   2.6732256e+00
   1.4150000e+03  -3.9081603e-01   2.6797597e+00
   1.4160000e+03  -4.0040107e-01   2.6875127e+00
   1.4170000e+03  -4.1154448e-01   2.6959235e+00
   1.4180000e+03  -4.2509993e-01   2.7027293e+00
   1.4190000e+03  -4.3858905e-01   2.7092732e+00
   1.4200000e+03  -4.5355821e-01   2.7143693e+00
   1.4210000e+03  -4.6941051e-01   2.7190902e+00
   1.4220000e+03  -4.8678324e-01   2.7219843e+00
   1.4230000e+03  -5.0362652e-01   2.7233881e+00
   1.4240000e+03  -5.2041909e-01   2.7235101e+00
   1.4250000e+03  -5.3538722e-01   2.7229040e+00
   1.4260000e+03  -5.4956765e-01   2.7231859e+00
   1.4270000e+03  -5.6246088e-01   2.7245806e+00
   1.4280000e+03  -5.7401367e-01   2.7275610e+00
   1.4290000e+03  -5.8479293e-01   2.7316966e+00
   1.4300000e+03  -5.9260709e-01   2.7358657e+00
   1.4310000e+03  -5.9897005e-01   2.7391103e+00
   1.4320000e+03  -6.0434311e-01   2.7421930e+00
   1.4330000e+03  -6.0792556e-01   2.7442996e+00
   1.4340000e+03  -6.1054444e-01   2.7456050e+00
   1.4350000e+03  -6.1110760e-01   2.7458875e+00
   1.4360000e+03  -6.0967778e-01   2.7459379e+00
   1.4370000e+03  -6.0690259e-01   2.7439065e+00
   1.4380000e+03  -6.0510411e-01   2.7414076e+00
   1.4390000e+03  -6.0274273e-01   2.7391759e+00
   1.4400000e+03  -6.0058699e-01   2.7374578e+00
   1.4410000e+03  -5.9902377e-01   2.7352043e+00
   1.4420000e+03  -5.9772778e-01   2.7338880e+00
   1.4430000e+03  -5.9620972e-01   2.7331158e+00
   1.4440000e+03  -5.9398203e-01   2.7320382e+00
   1.4450000e+03  -5.9120868e-01   2.7319666e+00
   1.4460000e+03  -5.8735356e-01   2.7314140e+00
   1.4470000e+03  -5.8206403e-01   2.7301383e+00
   1.4480000e+03  -5.7616704e-01   2.7281860e+00
   1.4490000e+03  -5.6819991e-01   2.7282553e+00
   1.4500000e+03  -5.6038560e-01   2.7293570e+00
   1.4510000e+03  -5.5337990e-01   2.7333210e+00
   1.4520000e+03  -5.4840910e-01   2.7389508e+00
   1.4530000e+03  -5.4412276e-01   2.7452065e+00
